study_doi;study_author_1;study_year;study_journal;virus_family;virus;strain;material;medium;medium_group;medium_include;medium_volume;medium_container;sealed;virus_concentration_initial;temperature_raw;temperature;humidity_raw;humidity;time;value;value_raw;error_low;error_up;estimate;error;sample_size;unit;LOD;titration_unit;comment_data;source;comment_study
10.1016/j.jaerosci.2017.09.009;Pyankov;2018;Journal of Aerosol Science;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Aerosols;DMEM + 2% FCS + 1nM glutamine + antibiotics;CCM;TRUE;NA;NA;NA;Unspecified;28;28;24;24;0.5;1.11;1.11;0.88;1.32;mean;standard_deviation;> 3;log10TCID50/mL;Unspecified;TCID50;NA;Figure 3;also report droplet size distribution
10.1016/j.jaerosci.2017.09.009;Pyankov;2018;Journal of Aerosol Science;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Aerosols;DMEM + 2% FCS + 1nM glutamine + antibiotics;CCM;TRUE;NA;NA;NA;Unspecified;28;28;24;24;1;0.1;0.1;-0.01;0.21;mean;standard_deviation;> 3;log10TCID50/mL;Unspecified;TCID50;NA;Figure 3;also report droplet size distribution
10.1016/j.jaerosci.2017.09.009;Pyankov;2018;Journal of Aerosol Science;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Aerosols;DMEM + 2% FCS + 1nM glutamine + antibiotics;CCM;TRUE;NA;NA;NA;Unspecified;25;25;79;79;0;3.21;3.21;2.97;3.45;mean;standard_deviation;> 3;log10TCID50/mL;Unspecified;TCID50;NA;Figure 3;also report droplet size distribution
10.1016/j.jaerosci.2017.09.009;Pyankov;2018;Journal of Aerosol Science;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Aerosols;DMEM + 2% FCS + 1nM glutamine + antibiotics;CCM;TRUE;NA;NA;NA;Unspecified;25;25;79;79;0.083333333;2.34;2.34;2.08;2.59;mean;standard_deviation;> 3;log10TCID50/mL;Unspecified;TCID50;NA;Figure 3;also report droplet size distribution
10.1016/j.jaerosci.2017.09.009;Pyankov;2018;Journal of Aerosol Science;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Aerosols;DMEM + 2% FCS + 1nM glutamine + antibiotics;CCM;TRUE;NA;NA;NA;Unspecified;25;25;79;79;0.25;1.95;1.95;1.74;2.17;mean;standard_deviation;> 3;log10TCID50/mL;Unspecified;TCID50;NA;Figure 3;also report droplet size distribution
10.1016/j.jaerosci.2017.09.009;Pyankov;2018;Journal of Aerosol Science;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Aerosols;DMEM + 2% FCS + 1nM glutamine + antibiotics;CCM;TRUE;NA;NA;NA;Unspecified;25;25;79;79;0.5;1.73;1.73;1.52;1.94;mean;standard_deviation;> 3;log10TCID50/mL;Unspecified;TCID50;NA;Figure 3;also report droplet size distribution
10.1016/j.jaerosci.2017.09.009;Pyankov;2018;Journal of Aerosol Science;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Aerosols;DMEM + 2% FCS + 1nM glutamine + antibiotics;CCM;TRUE;NA;NA;NA;Unspecified;25;25;79;79;1;1.54;1.54;1.36;1.7;mean;standard_deviation;> 3;log10TCID50/mL;Unspecified;TCID50;NA;Figure 3;also report droplet size distribution
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0;6.004;6.004;6.004;6.004;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0;6.074;6.074;6.074;6.074;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.166666667;2.069;2.069;2.069;2.069;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.25;1.366;1.366;1.366;1.366;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.333333333;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.5;1.208;1.208;1.208;1.208;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.5;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.666666667;1.38;1.38;2.197;0.511;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.75;1.103;1.103;1.103;1.103;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;0.833333333;1.38;1.38;1.686;0.996;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;1;1.277;1.277;1.788;0.741;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;1;1.298;1.298;1.298;1.298;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;56;56;NA;NA;1.5;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0;5.578;5.578;5.578;5.672;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.016666667;4.383;4.383;3.937;4.734;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.033333333;1.898;1.898;1.5;2.203;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.05;1.359;1.359;1.031;1.594;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.066666667;1.148;1.148;0.844;1.406;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.083333333;1.125;1.125;0.844;1.406;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.1;1.406;1.406;0.469;2.203;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.116666667;1.148;1.148;0.891;1.406;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.133333333;1.148;1.148;0.891;1.383;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.15;1.453;1.453;0.281;2.531;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.166666667;1.031;1.031;1.031;1.031;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.25;1.584;1.584;1.584;1.584;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.333333333;1.148;1.148;0.844;1.383;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.5;1.398;1.398;1.398;1.398;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;0.75;1.158;1.158;1.158;1.158;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;1;1.68;1.68;1.08;2.279;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;65;65;NA;NA;1.5;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;75;75;NA;NA;0;5.339;5.339;5.339;5.339;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;75;75;NA;NA;0.25;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;75;75;NA;NA;0.5;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;75;75;NA;NA;0.75;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;75;75;NA;NA;1;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.jviromet.2004.06.006;Darnell;2004;Journal of Virological Methods;Coronavirus;SARS-CoV-1;SARS-CoV-1_Urbani;Bulk medium;DMEM + 10% FCS + antibiotics;CCM;TRUE;320;1.5mL polypropylene vial;Unspecified;Unspecified;75;75;NA;NA;1.5;<LOD;1;NA;NA;mean?;standard_deviation?;3;log10TCID50/mL;1 log10TCID50/mL;TCID50;NA;Figure 2;also report data on other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;0;6.768;6.768;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;5;3.756;3.756;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;5;4.01;4.01;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;5;4.244;4.244;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;15;2.504;2.504;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;15;2.993;2.993;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;15;3.501;3.501;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;30;1.506;1.506;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;30;1.506;1.506;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;30;1.506;1.506;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;60;0.489;0.489;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;60;0.489;0.489;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;60;0.489;0.489;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
10.1016/j.tvjl.2007.03.019;Pratelli;2008;Veterinary Journal;Coronavirus;CCV;CCV_S378 ;Bulk medium;MEM + 10% FCS;CCM;TRUE;500;15 mL polypropylene conical tube;Unspecified;6.75 log10TCID50/0.05mL;56;56;NA;NA;0;6.768;6.768;NA;NA;individual_datapoint;NA;1;log10TCID50/0.05mL;0.5 log10TCID50/0.05mL;TCID50;3 replicates;Figure 1;also report data for other treatments
